Time,Latitude,Longitude,counts,PM1,PM25,PM10,Temperature,Humidity,Pressure,Altitude,VOC
1745451866.2,37.875334162363565,-122.25789893708226,41.0,3.0,4.0,4.0,19.91037109375,46.633102915281974,1001.8612808369757,95.2532888000375,115265.5
1745451868.26,37.875331465677995,-122.25788012516871,44.0,3.0,4.0,4.0,19.93361328125,46.656664553246955,1001.8519112295044,95.33201471058528,116865.5
1745451870.23,37.87532561542802,-122.25786663449661,41.0,3.0,4.0,4.0,19.94767578125,46.6851250820362,1001.8476734538807,95.36762190997354,118075.5
1745451872.25,37.87533612111212,-122.25785436673401,45.0,2.5,4.0,4.0,19.9409375,46.7320394993849,1001.8292009067311,95.52283531665266,119631.5
1745451874.23,37.87533612111212,-122.25785436673401,45.0,2.5,4.0,4.0,19.913105468749997,46.80931544603121,1001.8246803656546,95.56081903729566,120859.0
1745451876.26,37.87536880725363,-122.25778945774206,38.5,2.0,4.0,4.0,19.8758984375,46.88851112668881,1001.8215738009171,95.58692189650671,123217.5
1745451878.25,37.87536880947646,-122.25778946225905,42.0,2.0,4.0,4.0,19.868671875,46.938403315582576,1001.8191312148638,95.60744575168243,123993.0
1745451880.28,37.87537105508842,-122.25779429553377,36.5,2.0,5.0,5.0,19.86359375,46.97064599357164,1001.8153618347917,95.6391181158086,125443.0
1745451882.23,37.875374743589155,-122.25780187722005,44.0,2.0,5.0,5.0,19.84865234375,46.968900553066646,1001.8054068207558,95.7227658968441,126385.0
1745451884.24,37.875374743589155,-122.25780187722005,44.0,2.5,5.0,5.0,19.82599609375,46.969239688215524,1001.7930023433779,95.82699645946519,127387.0
1745451886.23,37.875374743589155,-122.25780187722005,46.0,2.5,5.0,5.0,19.802363281250003,46.9575250736538,1001.7890241848985,95.86042374939392,128449.5
1745451888.27,37.87539785356297,-122.25770601864595,46.0,3.0,5.0,5.0,19.7809765625,46.95204385352176,1001.7796688145993,95.93903482939443,129676.5
1745451890.22,37.87539964384904,-122.25769514740425,33.0,3.0,5.0,5.0,19.76701171875,46.95339892117215,1001.7646588098601,96.06516128153217,130583.0
1745451892.25,37.87540190804688,-122.25768546844903,33.0,3.0,5.0,5.0,19.7415234375,46.956395399933214,1001.7540724364079,96.15411798320602,131457.0
1745451894.24,37.875415070609,-122.2575722915057,41.5,3.0,5.0,5.0,19.700703124999997,46.98148158328654,1001.7311576705686,96.34667160966737,132739.0
1745451896.23,37.875416258094255,-122.25756593383085,42.5,3.0,5.0,5.0,19.700703124999997,46.98148158328654,1001.7311576705686,96.34667160966737,132739.0
1745451898.24,37.87541753407369,-122.25755910529641,42.5,3.0,5.0,5.0,19.674921875,47.044151940525,1001.7082444478114,96.53921607387113,130826.5
1745451900.26,37.87541753407369,-122.25755910529641,53.5,3.0,5.0,5.0,19.64943359375,47.15168806182745,1001.6849983971895,96.73456054725257,131262.5
1745451902.25,37.87547146835004,-122.25739846746976,34.5,3.0,5.0,5.0,19.66193359375,47.20693719406683,1001.6493736200673,97.03393526407099,134303.0
1745451904.28,37.875472832724256,-122.25739384494369,43.0,3.0,6.0,6.0,19.663105468749997,47.23696489196341,1001.6269456268615,97.22241454164384,134608.5
1745451906.25,37.8754754702538,-122.25738524729537,42.5,3.0,6.0,6.0,19.65587890625,47.31684727785549,1001.605095007955,97.40604493398376,135640.0
1745451908.22,37.87550899689048,-122.25712739556008,42.5,3.0,6.0,6.0,19.63302734375,47.51165691640483,1001.5771569653247,97.64083808317648,136061.5
1745451910.3,37.87551042530246,-122.25711645467423,43.0,3.0,5.5,5.5,19.56369140625,47.70118481664353,1001.5425938423884,97.93131667511373,137170.0
1745451912.25,37.87551339598895,-122.25709994272634,40.0,3.0,5.5,5.5,19.47287109375,47.89735476813402,1001.5161899400684,98.153227645205,138238.0
1745451914.26,37.87551339598895,-122.25709994272634,27.5,3.0,5.0,5.0,19.386835937500003,48.1062917228865,1001.4803720706574,98.45426610357211,138454.0
1745451916.26,37.875472579677165,-122.25705058128203,41.5,3.0,5.0,5.0,19.2782421875,48.33080425619345,1001.4508148222454,98.7026924072803,139937.0
1745451918.25,37.87547184213123,-122.25704933586758,41.5,3.0,6.0,6.0,19.15841796875,48.611424858162735,1001.4294951007471,98.88188649487375,140715.5
